system:index,avg_rad,.geo
166_0,0.0925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.10039875077098,7.5525857512348775]}"
167_0,0.3241667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.65299199646094,36.94995342404622]}"
168_0,0.14416666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.38524829897482,16.07310622110854]}"
169_0,0.325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.74407201770696,21.55732103065822]}"
170_0,0.24583334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.47657202322357,33.94958037508702]}"
171_0,1.0141667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.24675552785469,23.327002140373676]}"
172_0,0.075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.19347336276947,16.459381793279935]}"
173_0,0.5025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.12997454091915,18.09880718679806]}"
174_0,0.13583334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.36428261270864,14.927754233856149]}"
175_0,0.23333333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.47519418443305,28.93248951327949]}"
176_0,0.30416667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.11575371373895,35.53510685155797]}"
177_0,0.32916668,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.08593422058804,21.68308517043495]}"
178_0,0.045833334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.08280549404779,10.418211507576151]}"
179_0,0.30083334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.6815629967778,30.217080369570407]}"
180_0,0.13416667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.45174650140892,11.563563494828541]}"
181_0,0.07833333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.59409910807751,10.876352302477107]}"
182_0,0.1225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.55779344775353,18.871358331140847]}"
183_0,0.40833333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.67757381527285,29.58825967068674]}"
184_0,0.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.85660513122464,9.034805970032087]}"
185_0,0.1325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.17401486125027,15.614965426207583]}"
186_0,0.5541667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.65535963617262,21.961562908512004]}"
187_0,0.7258333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.51088309279508,25.96355749926447]}"
188_0,0.11833333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.72148478964752,19.28458336183583]}"
189_0,0.125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.13970379167876,12.592134495145393]}"
190_0,0.095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.30414123149113,14.496562897478778]}"
191_0,0.15583333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.70290173200317,7.970302358350454]}"
192_0,2.1258333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.80945107326346,31.780148963938373]}"
193_0,0.27416667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.29840116223647,30.0419088891671]}"
194_0,0.3025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.91437887273047,20.232305986581924]}"
195_0,0.43333334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.96415926231624,12.107044241720851]}"
196_0,0.2825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.8720744512389,33.563304802915624]}"
197_0,0.12916666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.29254673593553,13.441042438638341]}"
198_0,0.14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.36752569629516,15.668864343254754]}"
199_0,0.1275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.00370800622676,17.98651777628312]}"
200_0,0.065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.07706542479313,6.910290323089419]}"
201_0,0.108333334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.77288672102655,11.446782507893003]}"
202_0,0.305,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.4077061810778,35.77765197827024]}"
203_0,0.11833333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.94207442917245,8.051150733921212]}"
204_0,0.5541667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.71587406634931,25.563807197831284]}"
205_0,7.2766666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.045007637887,21.000365554504114]}"
206_0,0.14333333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.37488730734309,9.991511747619379]}"
207_0,0.9658333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.45785961962278,13.283837263917425]}"
208_0,0.24833333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.98199622204217,33.338725981885744]}"
209_0,0.093333334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.94082593633838,11.500681424940174]}"
210_0,0.25833333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.9807477292081,34.68619890806502]}"
211_0,0.22583334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.39285361302548,32.139475077586184]}"
212_0,1.1975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.33983013985318,30.11377411189666]}"
213_0,0.15333334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.55268511937099,7.071987074230933]}"
214_0,0.20166667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.48518212710556,20.443410078350013]}"
215_0,0.19416666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.55317252537647,30.441659190600287]}"
216_0,0.12083333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.4372669823158,12.102552665300253]}"
217_0,0.14166667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.56491135579871,19.49119587718332]}"
218_0,0.5466667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.08779946538405,24.57566038529981]}"
219_0,1.7191666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.72073869172911,26.58339504530694]}"
220_0,0.575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.41169536258273,21.144095999963238]}"
221_0,0.4775,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.74107263712317,24.93049492252702]}"
222_0,0.25833333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.35966169033158,34.457128510614545]}"
223_0,0.16166666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.75305517054815,7.301057471681411]}"
224_0,0.10333333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.8848030825823,17.70354846178547]}"
225_0,0.14166667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.56815443938525,6.182654942952607]}"
226_0,0.24166666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.1171165636193,26.614836080251123]}"
227_0,0.6725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.70452327379644,30.504541260488654]}"
228_0,0.2625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.79834398371334,37.85725186100694]}"
229_0,0.21083334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.41231211454468,27.050518993049092]}"
230_0,0.12916666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.42679163363779,8.176914873697944]}"
231_0,0.3075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.27070560579449,37.5518246644063]}"
232_0,0.81583333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.85872906793357,22.63979094802224]}"
233_0,0.53666663,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.06297394356939,19.199243409844474]}"
234_0,0.28416666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.8608530046425,37.744962450492]}"
235_0,0.2575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.88493242853875,11.222203686863123]}"
236_0,0.25666666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.3707687798817,33.114147160855865]}"
237_0,3.3791666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.7446887696689,17.77990526093563]}"
238_0,0.15083334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.50976394591748,9.942104406992804]}"
239_0,0.27666667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.94170138021326,33.563304802915624]}"
240_0,0.15416667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.55505275908266,10.278972638537626]}"
241_0,0.22333333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.55954433550326,13.400618250852963]}"
242_0,0.1375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.51550401517214,14.68071753072328]}"
243_0,0.123333335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.67844925914773,17.33074761887587]}"
244_0,0.27333334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.07682172179038,33.12762189011765]}"
245_0,0.13583334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.87233314315182,9.784899232271888]}"
